Time,Load Cell,Moving Forward,Relay Output
887.0,-0.01341653,0.0,1.72
935.0,0.01523057,0.0,2.064
1012.0,0.00827197,0.0,2.064
1090.0,-0.00767699,0.0,2.064
1169.0,-0.00772783,0.0,2.064
1247.0,-0.02215302,0.0,2.064
1325.0,-0.00640725,0.0,2.064
1403.0,-0.00473096,0.0,2.064
1481.0,-0.01041982,0.0,2.064
1559.0,-0.00178509,0.0,2.408
1637.0,0.01025284,0.0,2.064
1716.0,-0.01478802,0.0,2.064
1794.0,0.00832266,0.0,2.064
1872.0,-0.0051882,0.0,2.752
1950.0,0.00461482,0.0,2.064
2028.0,-0.02657183,0.0,2.064
2106.0,0.00354828,0.0,2.408
2184.0,0.010202,0.0,2.408
2262.0,-0.00920077,0.0,2.064
2340.0,-0.00361359,0.0,2.408
2419.0,0.00476733,0.0,2.408
2497.0,0.00710376,0.0,1.72
2575.0,-0.01123247,0.0,2.064
2653.0,-0.00442624,0.0,2.064
2731.0,0.01116716,0.0,2.064
2809.0,-0.02215302,0.0,2.064
2887.0,0.00344661,0.0,2.064
2965.0,-0.01102934,0.0,2.064
3043.0,-0.01895303,0.0,2.064
3122.0,-0.00767699,0.0,2.064
3200.0,-0.01687056,0.0,2.408
3278.0,-0.01605784,0.0,2.064
3356.0,-0.01377217,0.0,2.064
3434.0,-0.02586086,0.0,2.064
3512.0,0.00436086,0.0,2.064
3590.0,-0.01661653,0.0,2.064
3668.0,-0.01067378,0.0,3.096
3747.0,-0.00137861,0.0,2.064
3825.0,-0.02967023,0.0,2.408
3903.0,-0.00269926,0.0,2.064
3981.0,-0.00097236,0.0,3.096
4059.0,-0.01367057,0.0,1.72
4137.0,0.00756085,0.0,1.72
4215.0,-0.00559445,0.0,1.72
4293.0,-0.00442624,0.0,2.752
4371.0,-0.02113709,0.0,2.064
4450.0,-0.0115372,0.0,1.72
4528.0,-0.00523889,0.0,2.408
4606.0,0.00888142,0.0,2.408
4684.0,-0.00539133,0.0,2.064
4762.0,-0.00249614,0.0,2.064
4840.0,-0.00945481,0.0,2.408
4918.0,-0.00127709,0.0,1.72
4996.0,0.01944634,0.0,1.376
5074.0,0.00751001,0.0,2.408
5152.0,-0.02875605,0.0,2.064
5231.0,-0.00508653,0.0,2.064
5309.0,-0.00747379,0.0,1.72
5387.0,-0.01839434,0.0,1.72
5465.0,0.00243076,0.0,2.064
5543.0,-0.01047066,0.0,2.064
5621.0,-0.00401991,0.0,2.064
5699.0,0.00502115,0.0,2.064
5778.0,-0.02748616,0.0,2.408
5856.0,0.00146574,0.0,2.408
5934.0,-0.01229916,0.0,2.408
6012.0,-0.00721983,0.0,2.064
6090.0,-0.02078153,0.0,2.064
6168.0,-0.0005152,0.0,1.72
6246.0,-0.0069151,0.0,2.064
6324.0,-0.01773398,0.0,2.064
6402.0,-0.01229916,0.0,2.064
6480.0,0.01812576,0.0,2.064
6559.0,0.00684972,0.0,1.376
6637.0,-0.00290246,0.0,2.064
6715.0,-0.00915001,0.0,2.064
6793.0,0.01370679,0.0,2.064
6871.0,-0.01118163,0.0,1.72
6949.0,0.01208134,0.0,1.72
7027.0,-0.00473096,0.0,2.064
7105.0,-0.00777852,0.0,2.064
7183.0,-0.01346745,0.0,1.72
7262.0,-0.01844503,0.0,2.064
7340.0,0.0063418,0.0,1.72
7418.0,0.00273548,0.0,2.064
7496.0,-0.00305482,0.0,2.064
7574.0,-0.00102312,0.0,2.064
7652.0,0.00222763,0.0,2.064
7730.0,-0.00716907,0.0,2.064
7808.0,0.00491962,0.0,2.064
7886.0,0.01436716,0.0,2.752
7965.0,-0.01483879,0.0,2.064
8043.0,0.01396068,0.0,2.408
8121.0,-0.00554376,0.0,1.376
8199.0,0.0045133,0.0,2.064
8277.0,-0.01504199,0.0,2.064
8355.0,0.01888757,0.0,1.72
8433.0,-0.04216539,0.0,1.72
8512.0,-0.03104172,0.0,1.376
8590.0,-0.01864815,0.0,2.064
8668.0,-0.0121468,0.0,1.72
8746.0,-0.00747379,0.0,2.064
8824.0,-0.00493416,0.0,1.376
8902.0,-0.00366443,0.0,2.064
8980.0,0.01685595,0.0,2.064
9058.0,-0.01453406,0.0,2.064
9136.0,-0.0119436,0.0,2.064
9214.0,-0.00635642,0.0,2.064
9293.0,0.01766867,0.0,1.376
9371.0,-0.0046802,0.0,2.064
9449.0,-0.0338353,0.0,2.064
9527.0,0.00182131,0.0,2.064
9605.0,0.01172593,0.0,2.064
9683.0,0.00024669,0.0,2.064
9761.0,-0.00569605,0.0,2.064
9840.0,-0.00808332,0.0,2.064
9918.0,0.00517358,0.0,2.064
9996.0,0.00263396,0.0,2.064
10074.0,-0.0158038,0.0,2.064
10152.0,-0.00229294,0.0,1.72
10230.0,0.00182131,0.0,2.064
10308.0,0.00786565,0.0,2.064
10386.0,0.02330661,0.0,1.72
10464.0,0.00161803,0.0,1.72
10542.0,-0.00798172,0.0,2.064
10621.0,-0.00986106,0.0,1.72
10699.0,0.00725612,0.0,2.064
10777.0,-0.01483879,0.0,2.064
10855.0,-0.00940389,0.0,2.064
10933.0,0.00669736,0.0,2.064
11011.0,0.01025284,0.0,2.064
11089.0,-0.00356275,0.0,2.064
11167.0,0.00080545,0.0,2.064
11245.0,-0.01946088,0.0,2.064
11324.0,0.00222763,0.0,2.064
11402.0,0.00278632,0.0,2.064
11480.0,-0.01138483,0.0,2.064
11558.0,-0.00595001,0.0,2.064
11636.0,-0.0027501,0.0,2.064
11714.0,-0.0117404,0.0,1.376
11792.0,0.00766237,0.0,2.064
11870.0,0.00461482,0.0,1.72
11949.0,0.00177047,0.0,1.72
12027.0,-0.00767699,0.0,2.064
