Time,Load Cell,Moving Forward,Relay Output
865.0,0.04154132,0.0,2.064
935.0,0.05093786,0.0,2.408
1013.0,0.06124889,0.0,2.064
1091.0,0.05677908,0.0,2.064
1169.0,0.06810588,0.0,2.064
1247.0,0.05302041,0.0,2.064
1325.0,0.05296964,0.0,2.064
1403.0,0.05698221,0.0,2.064
1482.0,0.06571862,0.0,2.064
1560.0,0.04301418,0.0,2.064
1638.0,0.06861381,0.0,2.064
1716.0,0.03661428,0.0,2.064
1794.0,0.07511532,0.0,2.064
1872.0,0.04103324,0.0,1.72
1950.0,0.04849976,0.0,1.72
2028.0,0.05241088,0.0,2.408
2106.0,0.06038532,0.0,2.064
2184.0,0.05043001,0.0,3.44
2263.0,0.06236627,0.0,1.72
2341.0,0.06820741,0.0,2.408
2419.0,0.0671408,0.0,2.064
2497.0,0.03310956,0.0,1.72
2575.0,0.06571862,0.0,1.72
2653.0,0.05992824,0.0,2.064
2731.0,0.06978202,0.0,2.408
2810.0,0.05449342,0.0,1.376
2888.0,0.04758559,0.0,2.064
2966.0,0.06541389,0.0,2.064
3044.0,0.06505833,0.0,2.064
3122.0,0.07628345,0.0,2.752
3200.0,0.08161674,0.0,2.064
3278.0,0.05129343,0.0,1.376
3356.0,0.05378222,0.0,2.064
3434.0,0.06175674,0.0,2.064
3513.0,0.03920474,0.0,2.408
3591.0,0.06272175,0.0,2.064
3669.0,0.05225844,0.0,2.408
3747.0,0.05708381,0.0,2.064
3825.0,0.04397927,0.0,2.752
3903.0,0.05266492,0.0,2.064
3981.0,0.05423946,0.0,2.064
4059.0,0.06891853,0.0,2.064
4138.0,0.05901391,0.0,1.72
4216.0,0.04941409,0.0,2.064
4294.0,0.06307732,0.0,2.064
4372.0,0.06912173,0.0,2.064
4450.0,0.05261408,0.0,2.064
4528.0,0.05926795,0.0,2.064
4606.0,0.05596636,0.0,2.064
4684.0,0.07679138,0.0,1.72
4762.0,0.04093172,0.0,2.064
4840.0,0.07465816,0.0,2.064
4919.0,0.05296964,0.0,2.064
4997.0,0.0777057,0.0,2.064
5075.0,0.06013144,0.0,1.72
5153.0,0.05545843,0.0,2.408
5231.0,0.06434721,0.0,2.408
5309.0,0.07023919,0.0,2.064
5387.0,0.08979439,0.0,2.064
5465.0,0.06114721,0.0,1.72
5544.0,0.06221398,0.0,2.064
5622.0,0.06256954,0.0,1.376
5700.0,0.06830893,0.0,2.408
5778.0,0.05159815,0.0,2.064
5856.0,0.07465816,0.0,2.064
5934.0,0.06216314,0.0,2.064
6012.0,0.07470892,0.0,2.064
6090.0,0.05576316,0.0,2.408
6169.0,0.0639408,0.0,2.064
6247.0,0.05043001,0.0,2.064
6325.0,0.05815057,0.0,2.064
6403.0,0.06785192,0.0,2.064
6481.0,0.05418869,0.0,2.408
6559.0,0.06109645,0.0,2.064
6637.0,0.05373153,0.0,2.064
6715.0,0.05667748,0.0,2.064
6793.0,0.0639408,0.0,2.064
6872.0,0.05637276,0.0,2.064
6950.0,0.06663294,0.0,1.376
7028.0,0.05246164,0.0,2.064
7106.0,0.04926173,0.0,2.064
