Time,Load Cell,Moving Forward
788.0,0.00533447,1.0
849.0,-0.00736367,1.0
927.0,-0.00594149,1.0
1005.0,-0.00253838,1.0
1083.0,-0.00406215,1.0
1162.0,0.00569003,1.0
1240.0,-0.00777007,1.0
1318.0,-0.00330027,1.0
1396.0,-0.00731298,1.0
1474.0,-0.02102697,1.0
1552.0,-0.00203053,1.0
1630.0,-0.02503961,1.0
1708.0,0.00655352,1.0
1786.0,0.00223615,1.0
1864.0,0.01625494,1.0
1943.0,0.00609636,1.0
2021.0,5.201e-05,1.0
2099.0,-0.01005574,1.0
2177.0,-0.01584604,1.0
2255.0,-0.00279234,1.0
2333.0,0.01335968,1.0
2411.0,-0.00888745,1.0
2489.0,0.00904238,1.0
2568.0,0.02941032,1.0
2646.0,0.00762021,1.0
2724.0,0.00233783,1.0
2802.0,0.00030597,1.0
2880.0,0.00777249,1.0
2958.0,-0.00700811,1.0
3036.0,0.01351219,1.0
3114.0,0.01600098,1.0
3192.0,0.00467418,1.0
3271.0,-0.01970632,1.0
3349.0,-0.0123414,1.0
3427.0,0.00701068,1.0
3505.0,0.00569003,1.0
3583.0,-0.01081762,1.0
3661.0,0.02108023,1.0
3739.0,0.01462956,1.0
3817.0,-0.01076679,1.0
3895.0,0.00492814,1.0
3974.0,0.00873758,1.0
4052.0,0.01813428,1.0
4130.0,0.00492814,1.0
4208.0,-0.00533197,1.0
4286.0,0.00182975,1.0
4364.0,-0.00472244,1.0
4442.0,-0.00131933,1.0
4520.0,-0.0076684,1.0
4599.0,-0.01345885,1.0
4677.0,-0.00964933,1.0
4755.0,0.04068628,1.0
4833.0,-0.00812556,1.0
4911.0,-0.00848112,1.0
4989.0,-0.00716047,1.0
5067.0,0.01950569,1.0
5145.0,0.0052837,1.0
5223.0,-0.00076056,1.0
5301.0,0.00111878,1.0
5380.0,-0.00330027,1.0
5458.0,-0.00116704,1.0
5536.0,-0.00964933,1.0
5614.0,-0.00218281,1.0
5692.0,0.01071852,1.0
5770.0,0.02763258,1.0
5848.0,0.01579778,1.0
5926.0,0.00777249,1.0
6005.0,-0.00939537,1.0
6083.0,0.00335353,1.0
6161.0,5.201e-05,1.0
6239.0,-0.0182333,1.0
6317.0,0.0013219,1.0
6395.0,-0.0105129,1.0
6473.0,-0.00563669,1.0
6551.0,-0.00258922,1.0
6630.0,-0.00253838,1.0
6708.0,0.00249011,1.0
6786.0,-0.00065904,1.0
6864.0,-0.00863356,1.0
6942.0,0.0030488,1.0
7020.0,0.01168361,1.0
7098.0,-0.00837952,1.0
7176.0,0.00056001,1.0
7254.0,0.01320739,1.0
7332.0,0.00787417,1.0
7411.0,0.00249011,1.0
7489.0,0.00467418,1.0
7567.0,-0.00924301,1.0
7645.0,0.00944878,1.0
7723.0,0.01097256,1.0
7801.0,0.02656581,1.0
7879.0,0.00701068,1.0
7957.0,0.00431869,1.0
8036.0,0.00436938,1.0
8114.0,0.00756944,1.0
8192.0,0.01005823,1.0
8270.0,0.01285182,1.0
8348.0,0.00061078,1.0
8426.0,0.00833126,1.0
8504.0,-0.01193507,1.0
8582.0,-0.0236682,1.0
8661.0,-0.01066526,1.0
8739.0,-0.01188431,1.0
8817.0,-0.02432849,1.0
8895.0,-0.01422074,1.0
8973.0,-0.016608,1.0
9051.0,-0.02285547,1.0
9129.0,-0.01645564,1.0
9207.0,-0.01752225,1.0
9285.0,-0.01670953,1.0
9363.0,-0.00787167,1.0
9442.0,0.00391229,1.0
9520.0,0.014782,1.0
9598.0,0.01239466,1.0
9676.0,0.03931486,1.0
9754.0,0.02900392,1.0
9832.0,0.02661665,1.0
9910.0,0.01818512,1.0
9988.0,0.0302738,1.0
10067.0,0.02301048,1.0
10145.0,0.01655967,1.0
10223.0,-0.00182733,1.0
10301.0,0.00635039,1.0
10379.0,-0.00497641,1.0
10457.0,-0.00096376,1.0
10535.0,0.0013219,1.0
10613.0,-0.00370659,1.0
10692.0,-0.03118556,1.0
10770.0,-0.02310944,1.0
10848.0,-0.00777007,1.0
10926.0,-0.01848734,1.0
11004.0,0.0100074,1.0
11082.0,0.01163285,1.0
11160.0,0.03337212,1.0
11238.0,0.02727694,1.0
11316.0,0.0262104,1.0
11394.0,0.02290881,1.0
11473.0,0.00878835,1.0
11551.0,0.01371524,1.0
11629.0,0.02697221,1.0
11707.0,0.00736624,1.0
11785.0,-0.00137016,1.0
11863.0,0.00177906,1.0
11941.0,-0.02260151,1.0
12019.0,-0.0282396,1.0
12098.0,-0.01112235,1.0
12176.0,-0.0254967,1.0
12254.0,-0.03123624,1.0
12332.0,-0.02925538,1.0
12410.0,-0.01284933,1.0
12488.0,-0.01427143,1.0
12566.0,0.00655352,1.0
12644.0,0.00802653,1.0
12723.0,-0.00929385,1.0
12801.0,0.0125471,1.0
12879.0,0.0036584,1.0
12957.0,-0.00964933,1.0
13035.0,0.01589938,1.0
13113.0,0.00604567,1.0
13191.0,0.01579778,1.0
13269.0,0.0104138,1.0
13347.0,0.02387382,1.0
13425.0,0.00147419,1.0
13504.0,0.00127106,1.0
13582.0,-0.0211285,1.0
13660.0,-0.00619546,1.0
13738.0,-0.00086224,1.0
13816.0,-0.0010146,1.0
13894.0,-0.00416368,1.0
13972.0,1.25e-06,1.0
14050.0,-0.01310321,1.0
14129.0,-0.01015734,1.0
14207.0,0.0052837,1.0
14285.0,-0.00497641,1.0
14363.0,-0.00614462,1.0
14441.0,0.00889002,1.0
14519.0,-0.00893828,1.0
14597.0,0.01061692,1.0
14675.0,-0.02194122,1.0
14753.0,0.01259786,1.0
14832.0,0.0125471,1.0
14910.0,0.00690908,1.0
14988.0,0.00203295,1.0
15066.0,0.01630578,1.0
15144.0,0.00985503,1.0
15222.0,0.01295342,1.0
15300.0,0.01798184,1.0
15378.0,-0.01731913,1.0
15456.0,0.00152503,1.0
15535.0,-0.01112235,1.0
15613.0,-0.01483019,1.0
15691.0,-0.0293569,1.0
15769.0,-0.01401754,1.0
15847.0,-0.0235666,1.0
15925.0,0.0214358,1.0
16003.0,0.01275022,1.0
16081.0,0.01554389,1.0
16159.0,0.03012144,1.0
16238.0,0.02687069,1.0
16316.0,0.02727694,1.0
