Time,Load Cell,Moving Forward,Relay Output
865.0,0.00314188,0.0,4.128
935.0,0.01380839,0.0,2.064
1013.0,-0.00757539,0.0,3.096
1091.0,-0.01128323,0.0,0.688
1169.0,0.00649416,0.0,1.72
1247.0,-0.02027368,0.0,4.816
1325.0,-0.01001342,0.0,1.376
1403.0,0.00822114,0.0,3.784
1481.0,-0.01179123,0.0,1.376
1559.0,0.0110148,0.0,1.376
1637.0,-0.01158803,0.0,3.096
1716.0,-0.00142952,0.0,1.032
1794.0,-0.00366443,0.0,1.376
1872.0,0.00883074,0.0,1.032
1950.0,0.00339584,0.0,0.688
2028.0,0.00278632,0.0,3.096
2106.0,-0.02271171,0.0,1.032
2184.0,-0.000312,0.0,3.096
2262.0,0.02417003,0.0,1.032
2340.0,0.00796725,0.0,1.032
2419.0,0.01919237,0.0,2.064
2497.0,0.01385915,0.0,2.752
2575.0,-0.00163265,0.0,2.408
2653.0,0.00283708,0.0,0.688
2731.0,-0.00513736,0.0,1.376
2809.0,0.0110148,0.0,4.128
2887.0,0.01147189,0.0,1.376
2965.0,0.00502115,0.0,2.064
3044.0,0.0106084,0.0,1.376
3122.0,0.00370057,0.0,1.032
3200.0,0.01258934,0.0,1.376
3278.0,0.00116102,0.0,1.376
3356.0,0.00639263,0.0,1.72
3434.0,0.01299567,0.0,1.376
3512.0,0.01274163,0.0,1.376
3590.0,-0.00559445,0.0,0.688
3668.0,0.00700209,0.0,2.064
3747.0,-0.00777852,0.0,1.376
3825.0,-0.02220371,0.0,2.064
3903.0,-0.01057218,0.0,1.032
3981.0,-0.00427388,0.0,1.376
4059.0,0.00324356,0.0,3.096
4137.0,0.00050073,0.0,3.784
4215.0,0.01650038,0.0,1.032
4293.0,0.00293868,0.0,2.064
4371.0,-0.00305482,0.0,4.472
4450.0,0.00273548,0.0,1.72
4528.0,-0.00315642,0.0,2.752
4606.0,-0.00513736,0.0,2.752
4684.0,0.00817037,0.0,2.408
4762.0,-0.01793718,0.0,3.784
4840.0,-0.00595001,0.0,1.376
4918.0,-0.01179123,0.0,3.096
4996.0,-0.01697209,0.0,4.472
5075.0,0.01177661,0.0,1.376
5153.0,0.00385301,0.0,0.688
5231.0,-0.00904841,0.0,1.376
5309.0,0.01116716,0.0,2.408
5387.0,-0.03129568,0.0,0.688
5465.0,0.00420857,0.0,3.096
5543.0,0.00232923,0.0,1.032
5621.0,0.00329424,0.0,4.128
5699.0,0.0012117,0.0,3.784
5778.0,-0.00219134,0.0,1.376
5856.0,-0.00909917,0.0,1.72
5934.0,0.02579555,0.0,0.344
6012.0,0.00497038,0.0,1.376
6090.0,-0.00432471,0.0,5.504
6168.0,-0.01565151,0.0,3.784
6246.0,0.00811954,0.0,1.032
6324.0,-0.00087076,0.0,1.72
6402.0,-0.01031814,0.0,3.784
6481.0,0.00202451,0.0,3.096
6559.0,-0.01509275,0.0,3.44
6637.0,0.0014149,0.0,1.032
6715.0,0.02356058,0.0,0.688
6793.0,-0.00341039,0.0,1.72
6871.0,-0.01199443,0.0,2.752
6949.0,0.00730696,0.0,1.376
7027.0,-0.0255053,0.0,3.784
7106.0,0.02173215,0.0,0.688
7184.0,0.00065302,0.0,2.752
7262.0,0.01279254,0.0,1.376
7340.0,0.00552915,0.0,0.344
7418.0,-0.01585464,0.0,1.376
7496.0,0.00486886,0.0,3.096
7574.0,0.00578318,0.0,3.784
7652.0,-0.00066756,0.0,4.472
7730.0,0.00243076,0.0,1.376
7809.0,-0.01057218,0.0,1.032
7887.0,-0.00833728,0.0,1.032
7965.0,-0.00727059,0.0,1.376
8043.0,0.00979575,0.0,1.032
8121.0,-0.00965786,0.0,4.128
8199.0,0.00527511,0.0,3.784
8277.0,-0.01402598,0.0,1.72
8355.0,-0.02352428,0.0,1.376
8433.0,-0.00676267,0.0,1.032
8512.0,-0.00015956,0.0,1.376
8590.0,-0.01367057,0.0,3.784
8668.0,0.0051229,0.0,4.128
8746.0,-0.00015956,0.0,3.44
8824.0,-0.00950557,0.0,1.72
8902.0,-0.0025469,0.0,1.376
8980.0,0.00984659,0.0,1.72
9058.0,0.00832266,0.0,1.376
9137.0,-0.00676267,0.0,4.128
