Time,Load Cell,Moving Forward,Relay Output
795.0,-0.01113094,0.0,2.408
856.0,0.01111633,0.0,2.064
934.0,0.00243076,0.0,1.72
1012.0,0.0090847,0.0,2.064
1091.0,-0.0180387,0.0,2.064
1169.0,0.00202451,0.0,2.064
1247.0,-0.03083851,0.0,1.72
1325.0,-0.00107388,0.0,1.72
1403.0,-0.00640725,0.0,1.72
1481.0,-0.004985,0.0,2.064
1559.0,-0.01819114,0.0,1.72
1637.0,-0.00549293,0.0,2.064
1716.0,-0.00503576,0.0,2.064
1794.0,-0.00762623,0.0,2.064
1872.0,0.00380217,0.0,2.064
1950.0,-0.00676267,0.0,2.064
2028.0,-0.02423541,0.0,2.408
2106.0,0.00243076,0.0,2.064
2184.0,-0.01092775,0.0,2.064
2262.0,-0.00925161,0.0,1.72
2340.0,-0.01031814,0.0,2.408
2419.0,-0.00422319,0.0,2.064
2497.0,-0.00549293,0.0,2.752
2575.0,-0.00208981,0.0,1.72
2653.0,-0.00026131,0.0,2.064
2731.0,-0.00391831,0.0,2.064
2809.0,-0.00772783,0.0,1.72
2887.0,-0.02164502,0.0,1.72
2965.0,-0.01854663,0.0,2.064
3043.0,-0.00244537,0.0,2.064
3122.0,-0.00574696,0.0,1.72
3200.0,0.01436716,0.0,2.064
3278.0,0.00039898,0.0,1.72
3356.0,-0.00483264,0.0,2.408
3434.0,-0.02215302,0.0,2.064
3512.0,0.00420857,0.0,1.72
3590.0,-0.01067378,0.0,1.72
3668.0,0.0062402,0.0,2.064
3747.0,-0.00991189,0.0,2.752
3825.0,0.00197359,0.0,2.408
3903.0,0.00070385,0.0,1.72
3981.0,-0.00356275,0.0,2.064
4059.0,-0.04003201,0.0,1.72
4137.0,0.02676057,0.0,2.408
4215.0,-0.00422319,0.0,2.064
4293.0,-0.01361973,0.0,1.72
4371.0,-0.00732143,0.0,2.064
4450.0,-0.00823575,0.0,1.72
4528.0,0.01177661,0.0,3.096
4606.0,-0.00264857,0.0,2.064
4684.0,-0.00767699,0.0,1.72
4762.0,-0.00676267,0.0,2.752
4840.0,-0.01260388,0.0,2.408
4918.0,-0.00280086,0.0,2.408
4996.0,0.01741471,0.0,2.408
5074.0,0.01436716,0.0,2.408
5153.0,0.01924313,0.0,2.408
5231.0,-0.01575304,0.0,2.064
5309.0,0.01934474,0.0,2.752
5387.0,-0.00026131,0.0,1.72
5465.0,-0.00559445,0.0,1.72
5543.0,-0.01819114,0.0,1.72
5621.0,-0.008642,0.0,2.064
5699.0,0.0179734,0.0,2.064
5777.0,0.00557991,0.0,2.064
5856.0,-0.00102312,0.0,2.064
5934.0,0.0131481,0.0,2.064
6012.0,0.00827197,0.0,1.72
6090.0,0.00735765,0.0,1.376
6168.0,-0.00742295,0.0,1.72
6246.0,-0.00854048,0.0,1.72
6324.0,-0.01108011,0.0,1.72
6402.0,0.00080545,0.0,2.064
6480.0,-0.00102312,0.0,1.72
6559.0,0.00395453,0.0,2.064
6637.0,-0.01108011,0.0,1.72
6715.0,-0.00813408,0.0,1.72
6793.0,-0.00127709,0.0,1.376
6871.0,-0.0198672,0.0,1.376
6949.0,-0.00325795,0.0,1.032
7027.0,0.00720529,0.0,1.72
7106.0,-0.02271171,0.0,1.376
7184.0,0.03056993,0.0,1.72
7262.0,-0.00630558,0.0,1.376
7340.0,-0.00422319,0.0,2.064
7418.0,-0.01118163,0.0,1.376
7496.0,0.00415773,0.0,1.72
7574.0,-0.00168349,0.0,2.064
7652.0,-0.01087691,0.0,1.72
7730.0,0.01385915,0.0,2.064
