0,4.00E-02,0.00E+00,2.72E+00,1.20E+01,-1.18E-06,5.00E-09
5.00E-09,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.00E-08,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.50E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
2.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
2.50E-08,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
3.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
3.50E-08,4.00E-02,0.00E+00,2.76E+00,1.18E+01,,
4.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
4.50E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
5.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
5.50E-08,4.00E-02,4.00E-02,2.76E+00,1.20E+01,,
6.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
6.50E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
7.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
7.50E-08,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
8.00E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
8.50E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
9.00E-08,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
9.50E-08,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.00E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.05E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.10E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.15E-07,4.00E-02,4.00E-02,2.72E+00,1.20E+01,,
1.20E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.25E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.30E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.35E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.40E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.45E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.50E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.55E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.60E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.65E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.70E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.75E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.80E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
1.85E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
1.90E-07,4.00E-02,4.00E-02,2.72E+00,1.20E+01,,
1.95E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
2.00E-07,4.00E-02,0.00E+00,2.76E+00,1.20E+01,,
2.05E-07,4.00E-02,0.00E+00,2.72E+00,1.20E+01,,
