Time,Load Cell,Moving Forward,Relay Output
833.0,0.02589708,0.0,1.376
911.0,0.02980812,0.0,2.064
990.0,0.04509665,0.0,2.064
1068.0,0.02533832,0.0,2.064
1146.0,0.02630333,0.0,2.064
1224.0,0.02869059,0.0,1.72
1302.0,0.03905238,0.0,2.408
1380.0,0.02858907,0.0,1.72
1458.0,0.02940172,0.0,2.064
1536.0,0.02010662,0.0,2.752
1614.0,0.03702068,0.0,2.064
1692.0,0.02300189,0.0,2.064
1771.0,0.03041765,0.0,2.064
1849.0,0.03488738,0.0,2.064
1927.0,0.03209371,0.0,2.064
2005.0,0.04458887,0.0,2.064
2083.0,0.040627,0.0,2.064
2161.0,0.02665889,0.0,2.064
2239.0,0.03514134,0.0,2.064
2317.0,0.03437945,0.0,2.064
2396.0,0.01172593,0.0,2.408
2474.0,0.02940172,0.0,2.064
2552.0,0.03143342,0.0,1.72
2630.0,0.04707766,0.0,2.064
2708.0,0.02290029,0.0,1.376
2786.0,0.01888757,0.0,1.72
2864.0,0.02828434,0.0,2.064
2942.0,0.0349889,0.0,2.064
3020.0,0.03260171,0.0,1.376
3098.0,0.04093172,0.0,2.064
3177.0,0.03468417,0.0,2.064
3255.0,0.03722388,0.0,2.064
3333.0,0.04235389,0.0,2.064
3411.0,0.03580163,0.0,2.752
3489.0,0.02615097,0.0,2.064
3567.0,0.04128728,0.0,2.064
3645.0,0.0245765,0.0,1.032
3724.0,0.03727464,0.0,1.72
3802.0,0.02330661,0.0,2.064
3880.0,0.02889387,0.0,2.064
3958.0,0.03361756,0.0,2.064
4036.0,0.03422709,0.0,2.064
4114.0,0.01954786,0.0,1.72
4192.0,0.017567,0.0,2.064
4270.0,0.03305887,0.0,2.064
4348.0,0.03676672,0.0,1.72
4427.0,0.03427785,0.0,2.064
4505.0,0.02554152,0.0,2.064
4583.0,0.02965576,0.0,2.064
4661.0,0.02223993,0.0,2.064
4739.0,0.02914783,0.0,1.72
4817.0,0.02863991,0.0,2.064
4895.0,0.0243733,0.0,1.72
4973.0,0.02635417,0.0,2.064
5051.0,0.01843056,0.0,2.064
5129.0,0.02985896,0.0,2.064
5208.0,0.02721765,0.0,2.064
5286.0,0.01944634,0.0,2.408
5364.0,0.02422094,0.0,2.064
5442.0,0.03001117,0.0,2.064
5520.0,0.03427785,0.0,2.064
5598.0,0.0240685,0.0,1.72
5676.0,0.02869059,0.0,2.064
5754.0,0.03605559,0.0,2.064
5833.0,0.01817652,0.0,2.064
5911.0,0.0405254,0.0,1.72
5989.0,0.04159201,0.0,2.064
6067.0,0.04108408,0.0,2.064
6145.0,0.03250011,0.0,1.72
6223.0,0.0351921,0.0,2.064
6301.0,0.01792256,0.0,2.064
6379.0,0.03148426,0.0,2.064
6458.0,0.02930019,0.0,2.064
6536.0,0.02330661,0.0,1.72
6614.0,0.03463334,0.0,1.72
6692.0,0.06663294,0.0,1.72
6770.0,0.04042379,0.0,2.408
6848.0,0.03636039,0.0,2.064
6926.0,0.02843671,0.0,2.064
7004.0,0.04098256,0.0,1.72
7082.0,0.02147811,0.0,1.72
7160.0,0.05611872,0.0,1.72
7239.0,0.00756085,0.0,1.72
7317.0,0.02604937,0.0,2.064
7395.0,0.02711613,0.0,2.064
7473.0,0.01802408,0.0,2.408
7551.0,0.03453181,0.0,2.064
7629.0,0.02945256,0.0,2.064
7707.0,0.03773173,0.0,2.064
7785.0,0.03483661,0.0,2.064
7863.0,0.04900777,0.0,2.408
7942.0,0.02300189,0.0,2.064
8020.0,0.05027758,0.0,2.064
8098.0,0.00994811,0.0,2.064
8176.0,0.04916005,0.0,2.064
8254.0,0.0245765,0.0,2.064
8332.0,0.05652505,0.0,3.096
8410.0,0.02828434,0.0,1.72
8489.0,0.02442399,0.0,1.72
8567.0,0.04128728,0.0,2.064
8645.0,0.02696369,0.0,1.72
8723.0,0.0178718,0.0,2.064
8801.0,0.02818267,0.0,2.064
8879.0,0.02706529,0.0,2.064
8957.0,0.03067153,0.0,2.064
9035.0,0.04103324,0.0,2.064
9113.0,0.03712228,0.0,2.064
9191.0,0.04550312,0.0,2.064
9270.0,0.0463157,0.0,2.064
9348.0,0.00964331,0.0,2.064
9426.0,0.02813191,0.0,1.72
9504.0,0.02889387,0.0,2.064
9582.0,0.0487538,0.0,2.064
9660.0,0.01975114,0.0,2.752
9738.0,0.03595399,0.0,2.064
9816.0,0.03082397,0.0,2.064
9894.0,0.02391621,0.0,2.064
9973.0,0.03900162,0.0,2.064
10051.0,0.04423323,0.0,2.064
10129.0,0.01457028,0.0,2.064
10207.0,0.01015131,0.0,2.408
10285.0,0.0444872,0.0,2.408
10363.0,0.00999888,0.0,2.064
10441.0,0.00913546,0.0,2.064
10520.0,0.0354969,0.0,1.376
10598.0,0.03402389,0.0,2.064
10676.0,0.03590323,0.0,1.376
10754.0,0.01411312,0.0,2.064
10832.0,0.01650038,0.0,2.064
10910.0,0.03834125,0.0,2.408
10988.0,0.02147811,0.0,2.064
11066.0,0.02320501,0.0,2.064
11144.0,0.02330661,0.0,2.064
11223.0,0.02716682,0.0,2.064
11301.0,0.03580163,0.0,2.064
11379.0,0.02777642,0.0,2.064
11457.0,0.02564304,0.0,2.064
11535.0,0.03869674,0.0,3.096
11613.0,0.0355985,0.0,3.096
11691.0,0.03209371,0.0,2.752
11769.0,0.03321123,0.0,2.752
11847.0,0.0178718,0.0,3.096
11925.0,0.03534454,0.0,2.752
12004.0,-0.00026131,0.0,2.752
12082.0,0.03793493,0.0,2.752
12160.0,0.03945878,0.0,2.752
12238.0,-0.01544831,0.0,2.408
12316.0,0.03265247,0.0,2.752
12394.0,0.04723002,0.0,2.752
12472.0,0.03884918,0.0,2.408
12550.0,0.04057616,0.0,2.752
12628.0,0.04768719,0.0,2.752
12707.0,0.03483661,0.0,2.408
12785.0,0.03930634,0.0,2.408
12863.0,0.0428619,0.0,2.408
12941.0,0.04697599,0.0,2.064
13019.0,0.05454418,0.0,2.408
13097.0,0.03204302,0.0,2.408
13175.0,0.02127491,0.0,2.408
13254.0,0.03864605,0.0,2.064
13332.0,0.03478577,0.0,2.064
13410.0,0.04093172,0.0,2.064
13488.0,0.03483661,0.0,2.064
13566.0,0.02147811,0.0,2.064
13644.0,0.04535069,0.0,2.064
13722.0,0.03712228,0.0,2.064
13800.0,0.03869674,0.0,2.064
13878.0,0.04311578,0.0,2.064
13957.0,0.03554766,0.0,2.064
14035.0,0.02157964,0.0,1.72
14113.0,0.05464578,0.0,2.064
14191.0,0.02513519,0.0,3.096
14269.0,0.04113485,0.0,3.096
14347.0,0.02411927,0.0,3.096
14425.0,0.04966813,0.0,3.096
14503.0,0.0219352,0.0,2.752
14581.0,0.03006201,0.0,3.096
14660.0,0.03630955,0.0,2.752
14738.0,0.05281721,0.0,2.752
14816.0,0.01959877,0.0,2.408
14894.0,0.03920474,0.0,2.752
14972.0,0.0448936,0.0,2.408
15050.0,0.02696369,0.0,2.408
15128.0,0.04408095,0.0,2.408
15206.0,0.04042379,0.0,2.408
15284.0,0.03930634,0.0,2.408
15363.0,0.02518595,0.0,2.064
15441.0,0.03961107,0.0,2.408
15519.0,0.02513519,0.0,2.064
15597.0,0.05200463,0.0,2.408
15675.0,0.03793493,0.0,2.064
15753.0,0.04941409,0.0,2.408
15831.0,0.03747791,0.0,2.064
15909.0,0.03874765,0.0,2.064
15988.0,0.0485506,0.0,2.408
16066.0,0.04301418,0.0,2.064
16144.0,0.05423946,0.0,2.408
16222.0,0.03844293,0.0,2.408
16300.0,0.03554766,0.0,2.064
16378.0,0.02960492,0.0,2.064
16456.0,0.03981427,0.0,2.064
16534.0,0.05012529,0.0,2.064
16612.0,0.02990965,0.0,2.064
16691.0,0.02335745,0.0,2.064
16769.0,0.04560472,0.0,2.064
16847.0,0.04783947,0.0,2.064
16925.0,0.03976351,0.0,2.064
17003.0,0.04474124,0.0,2.064
17081.0,0.06566778,0.0,2.064
17159.0,0.03468417,0.0,2.064
17237.0,0.033262,0.0,2.064
17315.0,0.03331276,0.0,2.408
17394.0,0.04504596,0.0,1.72
17472.0,0.05495051,0.0,1.72
17550.0,0.02701453,0.0,1.72
17628.0,0.02940172,0.0,2.064
17706.0,0.02737002,0.0,1.72
17784.0,0.04697599,0.0,1.72
17862.0,0.04408095,0.0,1.72
